"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-PlayerFNameComparatorFirstLetter-record1Value","0-PlayerFNameComparatorFirstLetter-record2Value","0-PlayerFNameComparatorFirstLetter-record1PreprocessedValue","0-PlayerFNameComparatorFirstLetter-record2PreprocessedValue","0-PlayerFNameComparatorFirstLetter-similarity","0-PlayerFNameComparatorFirstLetter-postproccesedSimilarity","1-PlayerFNameComparatorJaccard-record1Value","1-PlayerFNameComparatorJaccard-record2Value","1-PlayerFNameComparatorJaccard-record1PreprocessedValue","1-PlayerFNameComparatorJaccard-record2PreprocessedValue","1-PlayerFNameComparatorJaccard-similarity","1-PlayerFNameComparatorJaccard-postproccesedSimilarity","2-PlayerLNameComparatorJaccard-record1Value","2-PlayerLNameComparatorJaccard-record2Value","2-PlayerLNameComparatorJaccard-record1PreprocessedValue","2-PlayerLNameComparatorJaccard-record2PreprocessedValue","2-PlayerLNameComparatorJaccard-similarity","2-PlayerLNameComparatorJaccard-postproccesedSimilarity","3-PlayerLNameComparatorLevenshtein-record1Value","3-PlayerLNameComparatorLevenshtein-record2Value","3-PlayerLNameComparatorLevenshtein-record1PreprocessedValue","3-PlayerLNameComparatorLevenshtein-record2PreprocessedValue","3-PlayerLNameComparatorLevenshtein-similarity","3-PlayerLNameComparatorLevenshtein-postproccesedSimilarity","4-PlayerNationaltyComparatorEqual-record1Value","4-PlayerNationaltyComparatorEqual-record2Value","4-PlayerNationaltyComparatorEqual-record1PreprocessedValue","4-PlayerNationaltyComparatorEqual-record2PreprocessedValue","4-PlayerNationaltyComparatorEqual-similarity","4-PlayerNationaltyComparatorEqual-postproccesedSimilarity"
"WekaMatchingRule","PlayerComplete_9059","newplayerTeamData_1337","0.7865658056643267",,"k.","yamaguchi","k.","yamaguchi","0.0","0.0","k.","yamaguchi","k.","yamaguchi","0.0","0.0","chiba","hotaru","chiba","hotaru","0.0","0.0","chiba","hotaru","chiba","hotaru","0.16666666666666663","0.16666666666666663","Japan","Japan","Japan","Japan","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9059","newplayerTeamData_1336","0.7865658056643267",,"k.","osako","k.","osako","0.0","0.0","k.","osako","k.","osako","0.0","0.0","chiba","yuya","chiba","yuya","0.0","0.0","chiba","yuya","chiba","yuya","0.19999999999999996","0.19999999999999996","Japan","Japan","Japan","Japan","1.0","1.0"
"WekaMatchingRule","PlayerComplete_13516","newplayerTeamData_1503","0.7865658056643267",,"a.","kurzawa","a.","kurzawa","0.0","0.0","a.","kurzawa","a.","kurzawa","0.0","0.0","dźwigała","rafal","dźwigała","rafal","0.0","0.0","dźwigała","rafal","dźwigała","rafal","0.125","0.125","Poland","Poland","Poland","Poland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_2654","newplayerTeamData_1627","0.7865658056643267",,"","","","","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","","","","","NaN","NaN","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_2654","newplayerTeamData_1626","0.7865658056643267",,"","iniesta","","iniesta","0.0","0.0","","iniesta","","iniesta","0.0","0.0","","andres","","andres","0.0","0.0","","andres","","andres","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18956","newplayerTeamData_1225","0.7865658056643267",,"z.","rashford","z.","rashford","0.0","0.0","z.","rashford","z.","rashford","0.0","0.0","mohammed","marcus","mohammed","marcus","0.0","0.0","mohammed","marcus","mohammed","marcus","0.25","0.25","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_13516","newplayerTeamData_1502","0.7865658056643267",,"a.","piszczek","a.","piszczek","0.0","0.0","a.","piszczek","a.","piszczek","0.0","0.0","dźwigała","lukasz","dźwigała","lukasz","0.0","0.0","dźwigała","lukasz","dźwigała","lukasz","0.125","0.125","Poland","Poland","Poland","Poland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16751","newplayerTeamData_1261","0.7865658056643267",,"a.","werner","a.","werner","0.0","0.0","a.","werner","a.","werner","0.0","0.0","piller","timo","piller","timo","0.0","0.0","piller","timo","piller","timo","0.16666666666666663","0.16666666666666663","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_12168","newplayerTeamData_1088","0.7865658056643267",,"douglas","roberto","douglas","roberto","0.0","0.0","douglas","roberto","douglas","roberto","0.0","0.0","tanque","firmino","tanque","firmino","0.0","0.0","tanque","firmino","tanque","firmino","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_12168","newplayerTeamData_1089","0.7865658056643267",,"douglas","","douglas","","0.0","0.0","douglas","","douglas","","0.0","0.0","tanque","","tanque","","0.0","0.0","tanque","","tanque","","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18956","newplayerTeamData_1224","0.7865658056643267",,"z.","young","z.","young","0.0","0.0","z.","young","z.","young","0.0","0.0","mohammed","ashley","mohammed","ashley","0.0","0.0","mohammed","ashley","mohammed","ashley","0.25","0.25","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16751","newplayerTeamData_1260","0.7865658056643267",,"a.","kroos","a.","kroos","0.0","0.0","a.","kroos","a.","kroos","0.0","0.0","piller","toni","piller","toni","0.0","0.0","piller","toni","piller","toni","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_15958","newplayerTeamData_1257","0.7865658056643267",,"c.","hummels","c.","hummels","0.0","0.0","c.","hummels","c.","hummels","0.0","0.0","antwi-adjej","mats","antwi-adjej","mats","0.0","0.0","antwi-adjej","mats","antwi-adjej","mats","0.09090909090909094","0.09090909090909094","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16717","newplayerTeamData_1212","0.7865658056643267",,"r.","maguire","r.","maguire","0.0","0.0","r.","maguire","r.","maguire","0.0","0.0","miller","harry","miller","harry","0.0","0.0","miller","harry","miller","harry","0.0","0.0","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_10283","newplayerTeamData_1014","0.7865658056643267",,"g.","lanzini","g.","lanzini","0.0","0.0","g.","lanzini","g.","lanzini","0.0","0.0","maroni","manuel","maroni","manuel","0.0","0.0","maroni","manuel","maroni","manuel","0.33333333333333337","0.33333333333333337","Argentina","Argentina","Argentina","Argentina","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16717","newplayerTeamData_1213","0.7865658056643267",,"r.","lingard","r.","lingard","0.0","0.0","r.","lingard","r.","lingard","0.0","0.0","miller","jesse","miller","jesse","0.0","0.0","miller","jesse","miller","jesse","0.16666666666666663","0.16666666666666663","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1018","newplayerTeamData_1125",,,"a.","tejada","a.","tejada","0.0","0.0","a.","tejada","a.","tejada","0.0","0.0","griezmann","luis","griezmann","luis","0.0","0.0","buffon","johan","buffon","johan","0.16666666666666663","0.16666666666666663","France","Panama","France","Panama","0.0","0.0"
"WekaMatchingRule","PlayerComplete_7833","newplayerTeamData_1104","0.7865658056643267",,"j.","mina","j.","mina","0.0","0.0","j.","mina","j.","mina","0.0","0.0","cano","yerry","cano","yerry","0.0","0.0","cano","yerry","cano","yerry","0.0","0.0","Colombia","Colombia","Colombia","Colombia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_15958","newplayerTeamData_1256","0.7865658056643267",,"c.","ginter","c.","ginter","0.0","0.0","c.","ginter","c.","ginter","0.0","0.0","antwi-adjej","matthias","antwi-adjej","matthias","0.0","0.0","antwi-adjej","matthias","antwi-adjej","matthias","0.2727272727272727","0.2727272727272727","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8652","newplayerTeamData_1254","0.7865658056643267",,"s.","plattenhardt","s.","plattenhardt","0.0","0.0","s.","plattenhardt","s.","plattenhardt","0.0","0.0","maier","marvin","maier","marvin","0.0","0.0","maier","marvin","maier","marvin","0.33333333333333337","0.33333333333333337","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_10283","newplayerTeamData_1015","0.7865658056643267",,"g.","rojo","g.","rojo","0.0","0.0","g.","rojo","g.","rojo","0.0","0.0","maroni","marcos","maroni","marcos","0.0","0.0","maroni","marcos","maroni","marcos","0.5","0.5","Argentina","Argentina","Argentina","Argentina","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8652","newplayerTeamData_1255","0.7865658056643267",,"s.","hector","s.","hector","0.0","0.0","s.","hector","s.","hector","0.0","0.0","maier","jonas","maier","jonas","0.0","0.0","maier","jonas","maier","jonas","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_7833","newplayerTeamData_1105","0.7865658056643267",,"j.","muriel","j.","muriel","0.0","0.0","j.","muriel","j.","muriel","0.0","0.0","cano","luis","cano","luis","0.0","0.0","cano","luis","cano","luis","0.0","0.0","Colombia","Colombia","Colombia","Colombia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_17789","newplayerTeamData_1207","0.7865658056643267",,"j.","pickford","j.","pickford","0.0","0.0","j.","pickford","j.","pickford","0.0","0.0","brown","jordan","brown","jordan","0.0","0.0","brown","jordan","brown","jordan","0.33333333333333337","0.33333333333333337","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_17782","newplayerTeamData_1333","0.7865658056643267",,"n.","higashiguchi","n.","higashiguchi","0.0","0.0","n.","higashiguchi","n.","higashiguchi","0.0","0.0","maeda","masaaki","maeda","masaaki","0.0","0.0","maeda","masaaki","maeda","masaaki","0.4285714285714286","0.4285714285714286","Japan","Japan","Japan","Japan","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4863","newplayerTeamData_1270","0.7865658056643267",,"m.","kimmich","m.","kimmich","0.0","0.0","m.","kimmich","m.","kimmich","0.0","0.0","gulde","joshua","gulde","joshua","0.0","0.0","gulde","joshua","gulde","joshua","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4863","newplayerTeamData_1271","0.7865658056643267",,"m.","rudy","m.","rudy","0.0","0.0","m.","rudy","m.","rudy","0.0","0.0","gulde","sebastian","gulde","sebastian","0.0","0.0","gulde","sebastian","gulde","sebastian","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4845","newplayerTeamData_1385","0.7865658056643267",,"a.","guardado","a.","guardado","0.0","0.0","a.","guardado","a.","guardado","0.0","0.0","zaldívar","andres","zaldívar","andres","0.0","0.0","zaldívar","andres","zaldívar","andres","0.25","0.25","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_7609","newplayerTeamData_1262","0.7865658056643267",,"f.","oezil","f.","oezil","0.0","0.0","f.","oezil","f.","oezil","0.0","0.0","passlack","mesut","passlack","mesut","0.0","0.0","passlack","mesut","passlack","mesut","0.125","0.125","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9357","newplayerTeamData_1509","0.7865658056643267",,"yuri","manuel","yuri","manuel","0.0","0.0","yuri","manuel","yuri","manuel","0.0","0.0","ribeiro","fernandes","ribeiro","fernandes","0.0","0.0","ribeiro","fernandes","ribeiro","fernandes","0.11111111111111116","0.11111111111111116","Portugal","Portugal","Portugal","Portugal","1.0","1.0"
"WekaMatchingRule","PlayerComplete_7609","newplayerTeamData_1263","0.7865658056643267",,"f.","reus","f.","reus","0.0","0.0","f.","reus","f.","reus","0.0","0.0","passlack","marco","passlack","marco","0.0","0.0","passlack","marco","passlack","marco","0.25","0.25","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9357","newplayerTeamData_1508","0.7865658056643267",,"yuri","","yuri","","0.0","0.0","yuri","","yuri","","0.0","0.0","ribeiro","","ribeiro","","0.0","0.0","ribeiro","","ribeiro","","0.0","0.0","Portugal","Portugal","Portugal","Portugal","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8882","newplayerTeamData_1221","0.7865658056643267",,"j.","cahill","j.","cahill","0.0","0.0","j.","cahill","j.","cahill","0.0","0.0","grant","gary","grant","gary","0.0","0.0","grant","gary","grant","gary","0.4","0.4","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8882","newplayerTeamData_1220","0.7865658056643267",,"j.","welbeck","j.","welbeck","0.0","0.0","j.","welbeck","j.","welbeck","0.0","0.0","grant","danny","grant","danny","0.0","0.0","grant","danny","grant","danny","0.19999999999999996","0.19999999999999996","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1022","newplayerTeamData_1630","0.7865658056643267",,"sergio","ramos","sergio","ramos","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0","","","","","NaN","NaN","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_17677","newplayerTeamData_1223","0.7865658056643267",,"m.","delph","m.","delph","0.0","0.0","m.","delph","m.","delph","0.0","0.0","bola","fabian","bola","fabian","0.0","0.0","bola","fabian","bola","fabian","0.16666666666666663","0.16666666666666663","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_17677","newplayerTeamData_1222","0.7865658056643267",,"m.","jones","m.","jones","0.0","0.0","m.","jones","m.","jones","0.0","0.0","bola","phil","bola","phil","0.0","0.0","bola","phil","bola","phil","0.0","0.0","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16059","newplayerTeamData_1622","0.7865658056643267",,"sergio","carvajal","sergio","carvajal","0.0","0.0","sergio","carvajal","sergio","carvajal","0.0","0.0","benito","dani","benito","dani","0.0","0.0","benito","dani","benito","dani","0.33333333333333337","0.33333333333333337","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18757","newplayerTeamData_1164","0.7865658056643267",,"t.","kjaer","t.","kjaer","0.0","0.0","t.","kjaer","t.","kjaer","0.0","0.0","damsgaard","simon","damsgaard","simon","0.0","0.0","damsgaard","simon","damsgaard","simon","0.11111111111111116","0.11111111111111116","Denmark","Denmark","Denmark","Denmark","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18757","newplayerTeamData_1165","0.7865658056643267",,"t.","knudsen","t.","knudsen","0.0","0.0","t.","knudsen","t.","knudsen","0.0","0.0","damsgaard","jonas","damsgaard","jonas","0.0","0.0","damsgaard","jonas","damsgaard","jonas","0.11111111111111116","0.11111111111111116","Denmark","Denmark","Denmark","Denmark","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4388","newplayerTeamData_1625","0.7865658056643267",,"daniel","busquets","daniel","busquets","0.0","0.0","daniel","busquets","daniel","busquets","0.0","0.0","ayala","sergio","ayala","sergio","0.0","0.0","ayala","sergio","ayala","sergio","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_11063","newplayerTeamData_1256","0.7865658056643267",,"t.","ginter","t.","ginter","0.0","0.0","t.","ginter","t.","ginter","0.0","0.0","bertels","matthias","bertels","matthias","0.0","0.0","bertels","matthias","bertels","matthias","0.25","0.25","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8100","newplayerTeamData_1089","0.7865658056643267",,"","","","","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","","","","","NaN","NaN","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_11063","newplayerTeamData_1257","0.7865658056643267",,"t.","hummels","t.","hummels","0.0","0.0","t.","hummels","t.","hummels","0.0","0.0","bertels","mats","bertels","mats","0.0","0.0","bertels","mats","bertels","mats","0.2857142857142857","0.2857142857142857","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8100","newplayerTeamData_1088","0.7865658056643267",,"","roberto","","roberto","0.0","0.0","","roberto","","roberto","0.0","0.0","","firmino","","firmino","0.0","0.0","","firmino","","firmino","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4388","newplayerTeamData_1624","0.7865658056643267",,"daniel","","daniel","","0.0","0.0","daniel","","daniel","","0.0","0.0","ayala","","ayala","","0.0","0.0","ayala","","ayala","","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14083","newplayerTeamData_1248","0.7865658056643267",,"v.","sidibe","v.","sidibe","0.0","0.0","v.","sidibe","v.","sidibe","0.0","0.0","belon","djibril","belon","djibril","0.0","0.0","belon","djibril","belon","djibril","0.0","0.0","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_6999","newplayerTeamData_1060","0.7865658056643267",,"d.","meunier","d.","meunier","0.0","0.0","d.","meunier","d.","meunier","0.0","0.0","arslanagic","thomas","arslanagic","thomas","0.0","0.0","arslanagic","thomas","arslanagic","thomas","0.09999999999999998","0.09999999999999998","Belgium","Belgium","Belgium","Belgium","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14083","newplayerTeamData_1249","0.7865658056643267",,"v.","thauvin","v.","thauvin","0.0","0.0","v.","thauvin","v.","thauvin","0.0","0.0","belon","florian","belon","florian","0.0","0.0","belon","florian","belon","florian","0.2857142857142857","0.2857142857142857","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_6999","newplayerTeamData_1061","0.7865658056643267",,"d.","hazard","d.","hazard","0.0","0.0","d.","hazard","d.","hazard","0.0","0.0","arslanagic","thorgan","arslanagic","thorgan","0.0","0.0","arslanagic","thorgan","arslanagic","thorgan","0.09999999999999998","0.09999999999999998","Belgium","Belgium","Belgium","Belgium","1.0","1.0"
"WekaMatchingRule","PlayerComplete_12110","newplayerTeamData_1274","0.7865658056643267",,"c.","ter","c.","ter","0.0","0.0","c.","ter","c.","ter","0.0","0.0","göbel","stegen marc-andre","göbel","stegen marc-andre","0.0","0.0","göbel","stegen marc-andre","göbel","stegen marc-andre","0.05882352941176472","0.05882352941176472","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_12110","newplayerTeamData_1275","0.7865658056643267",,"c.","gomez","c.","gomez","0.0","0.0","c.","gomez","c.","gomez","0.0","0.0","göbel","mario","göbel","mario","0.0","0.0","göbel","mario","göbel","mario","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5628","newplayerTeamData_1497","0.7865658056643267",,"thiago","glik","thiago","glik","0.0","0.0","thiago","glik","thiago","glik","0.0","0.0","cionek","kamil","cionek","kamil","0.0","0.0","cionek","kamil","cionek","kamil","0.0","0.0","Poland","Poland","Poland","Poland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5628","newplayerTeamData_1496","0.7865658056643267",,"thiago","teodorczyk","thiago","teodorczyk","0.0","0.0","thiago","teodorczyk","thiago","teodorczyk","0.0","0.0","cionek","lukasz","cionek","lukasz","0.0","0.0","cionek","lukasz","cionek","lukasz","0.0","0.0","Poland","Poland","Poland","Poland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_11760","newplayerTeamData_1209","0.7865658056643267",,"o.","rose","o.","rose","0.0","0.0","o.","rose","o.","rose","0.0","0.0","banks","danny","banks","danny","0.0","0.0","banks","danny","banks","danny","0.4","0.4","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_11319","newplayerTeamData_1209","0.7865658056643267",,"d.","rose","d.","rose","0.0","0.0","g.","cahill","g.","cahill","0.0","0.0","rose","danny","rose","danny","0.0","0.0","kompany","vincent","kompany","vincent","0.1428571428571429","0.1428571428571429","Belgium","Belgium","Belgium","Belgium","1.0","1.0"
"WekaMatchingRule","PlayerComplete_11760","newplayerTeamData_1208","0.7865658056643267",,"o.","walker","o.","walker","0.0","0.0","o.","walker","o.","walker","0.0","0.0","banks","kyle","banks","kyle","0.0","0.0","banks","kyle","banks","kyle","0.0","0.0","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_13979","newplayerTeamData_1333","0.7865658056643267",,"y.","higashiguchi","y.","higashiguchi","0.0","0.0","y.","higashiguchi","y.","higashiguchi","0.0","0.0","ota","masaaki","ota","masaaki","0.0","0.0","ota","masaaki","ota","masaaki","0.1428571428571429","0.1428571428571429","Japan","Japan","Japan","Japan","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8738","newplayerTeamData_1338","0.7865658056643267",,"t.","hasebe","t.","hasebe","0.0","0.0","t.","hasebe","t.","hasebe","0.0","0.0","nara","makoto","nara","makoto","0.0","0.0","nara","makoto","nara","makoto","0.16666666666666663","0.16666666666666663","Japan","Japan","Japan","Japan","1.0","1.0"
"WekaMatchingRule","PlayerComplete_13979","newplayerTeamData_1332","0.7865658056643267",,"y.","usami","y.","usami","0.0","0.0","y.","usami","y.","usami","0.0","0.0","ota","takashi","ota","takashi","0.0","0.0","ota","takashi","ota","takashi","0.1428571428571429","0.1428571428571429","Japan","Japan","Japan","Japan","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8738","newplayerTeamData_1339","0.7865658056643267",,"t.","oshima","t.","oshima","0.0","0.0","t.","oshima","t.","oshima","0.0","0.0","nara","ryota","nara","ryota","0.0","0.0","nara","ryota","nara","ryota","0.19999999999999996","0.19999999999999996","Japan","Japan","Japan","Japan","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9567","newplayerTeamData_1233","0.7865658056643267",,"s.","varane","s.","varane","0.0","0.0","s.","varane","s.","varane","0.0","0.0","pouplin","raphael","pouplin","raphael","0.0","0.0","pouplin","raphael","pouplin","raphael","0.0","0.0","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9567","newplayerTeamData_1232","0.7865658056643267",,"s.","kimpembe","s.","kimpembe","0.0","0.0","s.","kimpembe","s.","kimpembe","0.0","0.0","pouplin","presnel","pouplin","presnel","0.0","0.0","pouplin","presnel","pouplin","presnel","0.1428571428571429","0.1428571428571429","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8522","newplayerTeamData_1253","0.7865658056643267",,"j.","neuer","j.","neuer","0.0","0.0","j.","neuer","j.","neuer","0.0","0.0","zimmermann","manuel","zimmermann","manuel","0.0","0.0","zimmermann","manuel","zimmermann","manuel","0.09999999999999998","0.09999999999999998","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5432","newplayerTeamData_1652","0.7865658056643267",,"j.","berg","j.","berg","0.0","0.0","j.","berg","j.","berg","0.0","0.0","dahlin","marcus","dahlin","marcus","0.0","0.0","dahlin","marcus","dahlin","marcus","0.16666666666666663","0.16666666666666663","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_17793","newplayerTeamData_1368","0.7865658056643267",,"l.","corona","l.","corona","0.0","0.0","l.","corona","l.","corona","0.0","0.0","zaragoza","jose","zaragoza","jose","0.0","0.0","zaragoza","jose","zaragoza","jose","0.125","0.125","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_17793","newplayerTeamData_1369","0.7865658056643267",,"l.","ayala","l.","ayala","0.0","0.0","l.","ayala","l.","ayala","0.0","0.0","zaragoza","hugo","zaragoza","hugo","0.0","0.0","zaragoza","hugo","zaragoza","hugo","0.25","0.25","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5432","newplayerTeamData_1653","0.7865658056643267",,"j.","forsberg","j.","forsberg","0.0","0.0","j.","forsberg","j.","forsberg","0.0","0.0","dahlin","emil","dahlin","emil","0.0","0.0","dahlin","emil","dahlin","emil","0.16666666666666663","0.16666666666666663","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9827","newplayerTeamData_1630","0.7865658056643267",,"sergi","","sergi","","0.0","0.0","sergi","","sergi","","0.0","0.0","canós","","canós","","0.0","0.0","canós","","canós","","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9827","newplayerTeamData_1631","0.7865658056643267",,"sergi","vazquez","sergi","vazquez","0.0","0.0","sergi","vazquez","sergi","vazquez","0.0","0.0","canós","lucas","canós","lucas","0.0","0.0","canós","lucas","canós","lucas","0.19999999999999996","0.19999999999999996","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1103","newplayerTeamData_1256","0.7865658056643267",,"t.","ginter","t.","ginter","0.0","0.0","t.","ginter","t.","ginter","0.0","0.0","horn","matthias","horn","matthias","0.0","0.0","horn","matthias","horn","matthias","0.125","0.125","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1103","newplayerTeamData_1257","0.7865658056643267",,"t.","hummels","t.","hummels","0.0","0.0","t.","hummels","t.","hummels","0.0","0.0","horn","mats","horn","mats","0.0","0.0","horn","mats","horn","mats","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_7977","newplayerTeamData_1247","0.7865658056643267",,"h.","fekir","h.","fekir","0.0","0.0","h.","fekir","h.","fekir","0.0","0.0","sacko","nabil","sacko","nabil","0.0","0.0","sacko","nabil","sacko","nabil","0.19999999999999996","0.19999999999999996","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_7977","newplayerTeamData_1246","0.7865658056643267",,"h.","rami","h.","rami","0.0","0.0","h.","rami","h.","rami","0.0","0.0","sacko","adil","sacko","adil","0.0","0.0","sacko","adil","sacko","adil","0.19999999999999996","0.19999999999999996","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14051","newplayerTeamData_1238","0.7865658056643267",,"i.","giroud","i.","giroud","0.0","0.0","i.","giroud","i.","giroud","0.0","0.0","faraj","olivier","faraj","olivier","0.0","0.0","faraj","olivier","faraj","olivier","0.0","0.0","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14051","newplayerTeamData_1239","0.7865658056643267",,"i.","mbappe","i.","mbappe","0.0","0.0","i.","mbappe","i.","mbappe","0.0","0.0","faraj","kylian","faraj","kylian","0.0","0.0","faraj","kylian","faraj","kylian","0.16666666666666663","0.16666666666666663","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_10783","newplayerTeamData_1178","0.7865658056643267",,"k.","lerager","k.","lerager","0.0","0.0","k.","lerager","k.","lerager","0.0","0.0","risgård","lukas","risgård","lukas","0.0","0.0","risgård","lukas","risgård","lukas","0.0","0.0","Denmark","Denmark","Denmark","Denmark","1.0","1.0"
"WekaMatchingRule","PlayerComplete_3016","newplayerTeamData_1087","0.7865658056643267",,"","","","","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0","","","","","NaN","NaN","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5435","newplayerTeamData_1656","0.7865658056643267",,"d.","svensson","d.","svensson","0.0","0.0","d.","svensson","d.","svensson","0.0","0.0","larsson","gustav","larsson","gustav","0.0","0.0","larsson","gustav","larsson","gustav","0.1428571428571429","0.1428571428571429","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5435","newplayerTeamData_1657","0.7865658056643267",,"d.","helander","d.","helander","0.0","0.0","d.","helander","d.","helander","0.0","0.0","larsson","filip","larsson","filip","0.0","0.0","larsson","filip","larsson","filip","0.0","0.0","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
