"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-PlayerFNameComparatorFirstLetter-record1Value","0-PlayerFNameComparatorFirstLetter-record2Value","0-PlayerFNameComparatorFirstLetter-record1PreprocessedValue","0-PlayerFNameComparatorFirstLetter-record2PreprocessedValue","0-PlayerFNameComparatorFirstLetter-similarity","0-PlayerFNameComparatorFirstLetter-postproccesedSimilarity","1-PlayerFNameComparatorJaccard-record1Value","1-PlayerFNameComparatorJaccard-record2Value","1-PlayerFNameComparatorJaccard-record1PreprocessedValue","1-PlayerFNameComparatorJaccard-record2PreprocessedValue","1-PlayerFNameComparatorJaccard-similarity","1-PlayerFNameComparatorJaccard-postproccesedSimilarity","2-PlayerLNameComparatorJaccard-record1Value","2-PlayerLNameComparatorJaccard-record2Value","2-PlayerLNameComparatorJaccard-record1PreprocessedValue","2-PlayerLNameComparatorJaccard-record2PreprocessedValue","2-PlayerLNameComparatorJaccard-similarity","2-PlayerLNameComparatorJaccard-postproccesedSimilarity","3-PlayerLNameComparatorLevenshtein-record1Value","3-PlayerLNameComparatorLevenshtein-record2Value","3-PlayerLNameComparatorLevenshtein-record1PreprocessedValue","3-PlayerLNameComparatorLevenshtein-record2PreprocessedValue","3-PlayerLNameComparatorLevenshtein-similarity","3-PlayerLNameComparatorLevenshtein-postproccesedSimilarity","4-PlayerNationaltyComparatorEqual-record1Value","4-PlayerNationaltyComparatorEqual-record2Value","4-PlayerNationaltyComparatorEqual-record1PreprocessedValue","4-PlayerNationaltyComparatorEqual-record2PreprocessedValue","4-PlayerNationaltyComparatorEqual-similarity","4-PlayerNationaltyComparatorEqual-postproccesedSimilarity"
"WekaMatchingRule","PlayerComplete_3129","newplayerTeamData_1069","0.7865658056643267",,"enaldo","","enaldo","","0.0","0.0","enaldo","","enaldo","","0.0","0.0","praz","","praz","","0.0","0.0","praz","","praz","","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16608","newplayerTeamData_1233","0.7865658056643267",,"a.","varane","a.","varane","0.0","0.0","a.","varane","a.","varane","0.0","0.0","llovet","raphael","llovet","raphael","0.0","0.0","llovet","raphael","llovet","raphael","0.1428571428571429","0.1428571428571429","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16608","newplayerTeamData_1232","0.7865658056643267",,"a.","kimpembe","a.","kimpembe","0.0","0.0","a.","kimpembe","a.","kimpembe","0.0","0.0","llovet","presnel","llovet","presnel","0.0","0.0","llovet","presnel","llovet","presnel","0.1428571428571429","0.1428571428571429","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_10264","newplayerTeamData_1265","0.7865658056643267",,"d.","mueller","d.","mueller","0.0","0.0","d.","mueller","d.","mueller","0.0","0.0","mast","thomas","mast","thomas","0.0","0.0","mast","thomas","mast","thomas","0.33333333333333337","0.33333333333333337","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1984","newplayerTeamData_1628","0.7865658056643267",,"jordi","","jordi","","0.0","0.0","jordi","","jordi","","0.0","0.0","amat","","amat","","0.0","0.0","amat","","amat","","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1984","newplayerTeamData_1629","0.7865658056643267",,"jordi","","jordi","","0.0","0.0","jordi","","jordi","","0.0","0.0","amat","","amat","","0.0","0.0","amat","","amat","","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_10264","newplayerTeamData_1264","0.7865658056643267",,"d.","trapp","d.","trapp","0.0","0.0","d.","trapp","d.","trapp","0.0","0.0","mast","kevin","mast","kevin","0.0","0.0","mast","kevin","mast","kevin","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_2476","newplayerTeamData_1089","0.7865658056643267",,"fred","","fred","","0.0","0.0","fred","","fred","","0.0","0.0","aníbão","","aníbão","","0.0","0.0","aníbão","","aníbão","","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_6702","newplayerTeamData_1291","0.7865658056643267",,"a.","skulason","a.","skulason","0.0","0.0","a.","skulason","a.","skulason","0.0","0.0","gunnarsson","olafur","gunnarsson","olafur","0.0","0.0","gunnarsson","olafur","gunnarsson","olafur","0.09999999999999998","0.09999999999999998","Iceland","Iceland","Iceland","Iceland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_6702","newplayerTeamData_1290","0.7865658056643267",,"a.","eyjolfsson","a.","eyjolfsson","0.0","0.0","a.","eyjolfsson","a.","eyjolfsson","0.0","0.0","gunnarsson","holmar","gunnarsson","holmar","0.0","0.0","gunnarsson","holmar","gunnarsson","holmar","0.19999999999999996","0.19999999999999996","Iceland","Iceland","Iceland","Iceland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5304","newplayerTeamData_1653","0.7865658056643267",,"n.","forsberg","n.","forsberg","0.0","0.0","n.","forsberg","n.","forsberg","0.0","0.0","bärkroth","emil","bärkroth","emil","0.0","0.0","bärkroth","emil","bärkroth","emil","0.0","0.0","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_15969","newplayerTeamData_1111","0.7865658056643267",,"v.","quintero","v.","quintero","0.0","0.0","v.","quintero","v.","quintero","0.0","0.0","arboleda","juan","arboleda","juan","0.0","0.0","arboleda","juan","arboleda","juan","0.0","0.0","Colombia","Colombia","Colombia","Colombia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_15969","newplayerTeamData_1110","0.7865658056643267",,"v.","borja","v.","borja","0.0","0.0","v.","borja","v.","borja","0.0","0.0","arboleda","miguel","arboleda","miguel","0.0","0.0","arboleda","miguel","arboleda","miguel","0.125","0.125","Colombia","Colombia","Colombia","Colombia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_11407","newplayerTeamData_1716","0.7865658056643267",,"l.","varela","l.","varela","0.0","0.0","l.","varela","l.","varela","0.0","0.0","olaza","guillermo","olaza","guillermo","0.0","0.0","olaza","guillermo","olaza","guillermo","0.11111111111111116","0.11111111111111116","Uruguay","Uruguay","Uruguay","Uruguay","1.0","1.0"
"WekaMatchingRule","PlayerComplete_11407","newplayerTeamData_1717","0.7865658056643267",,"l.","sanchez","l.","sanchez","0.0","0.0","l.","sanchez","l.","sanchez","0.0","0.0","olaza","carlos","olaza","carlos","0.0","0.0","olaza","carlos","olaza","carlos","0.0","0.0","Uruguay","Uruguay","Uruguay","Uruguay","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14092","newplayerTeamData_1012","0.7865658056643267",,"r.","meza","r.","meza","0.0","0.0","r.","meza","r.","meza","0.0","0.0","contreras","maximiliano","contreras","maximiliano","0.0","0.0","contreras","maximiliano","contreras","maximiliano","0.09090909090909094","0.09090909090909094","Argentina","Argentina","Argentina","Argentina","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14092","newplayerTeamData_1013","0.7865658056643267",,"r.","mascherano","r.","mascherano","0.0","0.0","r.","mascherano","r.","mascherano","0.0","0.0","contreras","javier","contreras","javier","0.0","0.0","contreras","javier","contreras","javier","0.2222222222222222","0.2222222222222222","Argentina","Argentina","Argentina","Argentina","1.0","1.0"
"WekaMatchingRule","PlayerComplete_17375","newplayerTeamData_1664","0.7865658056643267",,"r.","durmaz","r.","durmaz","0.0","0.0","r.","durmaz","r.","durmaz","0.0","0.0","kaib","jimmy","kaib","jimmy","0.0","0.0","kaib","jimmy","kaib","jimmy","0.0","0.0","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_10585","newplayerTeamData_1466",,,"c.","hurtado","c.","hurtado","0.0","0.0","c.","hurtado","c.","hurtado","0.0","0.0","mccann","paolo","mccann","paolo","0.0","0.0","mccann","paolo","mccann","paolo","0.0","0.0","Republic of Ireland","Peru","Republic of Ireland","Peru","0.0","0.0"
"WekaMatchingRule","PlayerComplete_17375","newplayerTeamData_1665","0.7865658056643267",,"r.","thelin","r.","thelin","0.0","0.0","r.","thelin","r.","thelin","0.0","0.0","kaib","isaac kiese","kaib","isaac kiese","0.0","0.0","kaib","isaac kiese","kaib","isaac kiese","0.18181818181818177","0.18181818181818177","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14902","newplayerTeamData_1380","0.7865658056643267",,"j.","ochoa","j.","ochoa","0.0","0.0","j.","ochoa","j.","ochoa","0.0","0.0","garcía","guillermo","garcía","guillermo","0.0","0.0","garcía","guillermo","garcía","guillermo","0.11111111111111116","0.11111111111111116","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1602","newplayerTeamData_1631","0.7865658056643267",,"jaume","vazquez","jaume","vazquez","0.0","0.0","jaume","vazquez","jaume","vazquez","0.0","0.0","costa","lucas","costa","lucas","0.0","0.0","costa","lucas","costa","lucas","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18325","newplayerTeamData_1341","0.7865658056643267",,"k.","makino","k.","makino","0.0","0.0","k.","makino","k.","makino","0.0","0.0","yoshio","tomoaki","yoshio","tomoaki","0.0","0.0","yoshio","tomoaki","yoshio","tomoaki","0.1428571428571429","0.1428571428571429","Japan","Japan","Japan","Japan","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1021","newplayerTeamData_1454",,,"a.","tejada","a.","tejada","0.0","0.0","a.","tejada","a.","tejada","0.0","0.0","griezmann","luis","griezmann","luis","0.0","0.0","buffon","johan","buffon","johan","0.16666666666666663","0.16666666666666663","France","Panama","France","Panama","0.0","0.0"
"WekaMatchingRule","PlayerComplete_1602","newplayerTeamData_1630","0.7865658056643267",,"jaume","","jaume","","0.0","0.0","jaume","","jaume","","0.0","0.0","costa","","costa","","0.0","0.0","costa","","costa","","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14902","newplayerTeamData_1381","0.7865658056643267",,"j.","hernandez","j.","hernandez","0.0","0.0","j.","hernandez","j.","hernandez","0.0","0.0","garcía","javier","garcía","javier","0.0","0.0","garcía","javier","garcía","javier","0.16666666666666663","0.16666666666666663","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16329","newplayerTeamData_1435","0.7865658056643267",,"i.","omeruo","i.","omeruo","0.0","0.0","i.","omeruo","i.","omeruo","0.0","0.0","akinade","kenneth","akinade","kenneth","0.0","0.0","akinade","kenneth","akinade","kenneth","0.1428571428571429","0.1428571428571429","Nigeria","Nigeria","Nigeria","Nigeria","1.0","1.0"
"WekaMatchingRule","PlayerComplete_16329","newplayerTeamData_1434","0.7865658056643267",,"i.","ebuehi","i.","ebuehi","0.0","0.0","i.","ebuehi","i.","ebuehi","0.0","0.0","akinade","tyronne","akinade","tyronne","0.0","0.0","akinade","tyronne","akinade","tyronne","0.1428571428571429","0.1428571428571429","Nigeria","Nigeria","Nigeria","Nigeria","1.0","1.0"
"WekaMatchingRule","PlayerComplete_3081","newplayerTeamData_1110","0.7865658056643267",,"r.","borja","r.","borja","0.0","0.0","r.","borja","r.","borja","0.0","0.0","laborde","miguel","laborde","miguel","0.0","0.0","laborde","miguel","laborde","miguel","0.0","0.0","Colombia","Colombia","Colombia","Colombia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_3081","newplayerTeamData_1111","0.7865658056643267",,"r.","quintero","r.","quintero","0.0","0.0","r.","quintero","r.","quintero","0.0","0.0","laborde","juan","laborde","juan","0.0","0.0","laborde","juan","laborde","juan","0.0","0.0","Colombia","Colombia","Colombia","Colombia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8193","newplayerTeamData_1623","0.7865658056643267",,"","pique","","pique","0.0","0.0","","pique","","pique","0.0","0.0","","gerard","","gerard","0.0","0.0","","gerard","","gerard","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8193","newplayerTeamData_1622","0.7865658056643267",,"","carvajal","","carvajal","0.0","0.0","","carvajal","","carvajal","0.0","0.0","","dani","","dani","0.0","0.0","","dani","","dani","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5817","newplayerTeamData_1428","0.7865658056643267",,"c.","obi","c.","obi","0.0","0.0","c.","obi","c.","obi","0.0","0.0","awaziem","joel","awaziem","joel","0.0","0.0","awaziem","joel","awaziem","joel","0.1428571428571429","0.1428571428571429","Nigeria","Nigeria","Nigeria","Nigeria","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18953","newplayerTeamData_1227","0.7865658056643267",,"k.","loftus-cheek","k.","loftus-cheek","0.0","0.0","k.","loftus-cheek","k.","loftus-cheek","0.0","0.0","cotter","ruben","cotter","ruben","0.0","0.0","cotter","ruben","cotter","ruben","0.16666666666666663","0.16666666666666663","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18953","newplayerTeamData_1226","0.7865658056643267",,"k.","alli","k.","alli","0.0","0.0","k.","alli","k.","alli","0.0","0.0","cotter","dele","cotter","dele","0.0","0.0","cotter","dele","cotter","dele","0.16666666666666663","0.16666666666666663","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5401","newplayerTeamData_1627","0.7865658056643267",,"marc","","marc","","0.0","0.0","marc","","marc","","0.0","0.0","mateu","","mateu","","0.0","0.0","mateu","","mateu","","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5401","newplayerTeamData_1626","0.7865658056643267",,"marc","iniesta","marc","iniesta","0.0","0.0","marc","iniesta","marc","iniesta","0.0","0.0","mateu","andres","mateu","andres","0.0","0.0","mateu","andres","mateu","andres","0.16666666666666663","0.16666666666666663","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5304","newplayerTeamData_1652","0.7865658056643267",,"n.","berg","n.","berg","0.0","0.0","n.","berg","n.","berg","0.0","0.0","bärkroth","marcus","bärkroth","marcus","0.0","0.0","bärkroth","marcus","bärkroth","marcus","0.125","0.125","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_13262","newplayerTeamData_1229","0.7865658056643267",,"p.","pope","p.","pope","0.0","0.0","p.","pope","p.","pope","0.0","0.0","ruddock mpanzu","nick","ruddock mpanzu","nick","0.0","0.0","ruddock mpanzu","nick","ruddock mpanzu","nick","0.1428571428571429","0.1428571428571429","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_13262","newplayerTeamData_1228","0.7865658056643267",,"p.","alexander-arnold","p.","alexander-arnold","0.0","0.0","p.","alexander-arnold","p.","alexander-arnold","0.0","0.0","ruddock mpanzu","trent","ruddock mpanzu","trent","0.0","0.0","ruddock mpanzu","trent","ruddock mpanzu","trent","0.0714285714285714","0.0714285714285714","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_1721","newplayerTeamData_1621","0.7865658056643267",,"","de","","de","0.0","0.0","","de","","de","0.0","0.0","","gea david","","gea david","0.0","0.0","","gea david","","gea david","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14126","newplayerTeamData_1077","0.7865658056643267",,"","gabriel","","gabriel","0.0","0.0","","gabriel","","gabriel","0.0","0.0","","jesus","","jesus","0.0","0.0","","jesus","","jesus","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_2920","newplayerTeamData_1679","0.7865658056643267",,"p.","rodriguez","p.","rodriguez","0.0","0.0","p.","rodriguez","p.","rodriguez","0.0","0.0","schwegler","ricardo","schwegler","ricardo","0.0","0.0","schwegler","ricardo","schwegler","ricardo","0.0","0.0","Switzerland","Switzerland","Switzerland","Switzerland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14126","newplayerTeamData_1076","0.7865658056643267",,"","renato","","renato","0.0","0.0","","renato","","renato","0.0","0.0","","augusto","","augusto","0.0","0.0","","augusto","","augusto","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0"
"WekaMatchingRule","PlayerComplete_2920","newplayerTeamData_1678","0.7865658056643267",,"p.","mvogo","p.","mvogo","0.0","0.0","p.","mvogo","p.","mvogo","0.0","0.0","schwegler","yvon","schwegler","yvon","0.0","0.0","schwegler","yvon","schwegler","yvon","0.0","0.0","Switzerland","Switzerland","Switzerland","Switzerland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4752","newplayerTeamData_1517","0.7865658056643267",,"marco","anthony","marco","anthony","0.0","0.0","marco","anthony","marco","anthony","0.0","0.0","matias","lopes","matias","lopes","0.0","0.0","matias","lopes","matias","lopes","0.16666666666666663","0.16666666666666663","Portugal","Portugal","Portugal","Portugal","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4752","newplayerTeamData_1516","0.7865658056643267",,"marco","bernardo","marco","bernardo","0.0","0.0","marco","bernardo","marco","bernardo","0.0","0.0","matias","silva","matias","silva","0.0","0.0","matias","silva","matias","silva","0.16666666666666663","0.16666666666666663","Portugal","Portugal","Portugal","Portugal","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8046","newplayerTeamData_1380","0.7865658056643267",,"p.","ochoa","p.","ochoa","0.0","0.0","p.","ochoa","p.","ochoa","0.0","0.0","araujo","guillermo","araujo","guillermo","0.0","0.0","araujo","guillermo","araujo","guillermo","0.11111111111111116","0.11111111111111116","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_10120","newplayerTeamData_1277","0.7865658056643267",,"sergio","ramos","sergio","ramos","0.0","0.0","b.","saevarsson","b.","saevarsson","0.0","0.0","sævarsson","birkir","sævarsson","birkir","0.0","0.0","sævarsson","birkir","sævarsson","birkir","0.11111111111111116","0.11111111111111116","Iceland","Iceland","Iceland","Iceland","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5817","newplayerTeamData_1429","0.7865658056643267",,"c.","akpeyi","c.","akpeyi","0.0","0.0","c.","akpeyi","c.","akpeyi","0.0","0.0","awaziem","daniel","awaziem","daniel","0.0","0.0","awaziem","daniel","awaziem","daniel","0.4285714285714286","0.4285714285714286","Nigeria","Nigeria","Nigeria","Nigeria","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9695","newplayerTeamData_1367","0.7865658056643267",,"cho","jo","cho","jo","0.0","0.0","cho","jo","cho","jo","0.0","0.0","yong hyung","hyeonwoo","yong hyung","hyeonwoo","0.0","0.0","yong hyung","hyeonwoo","yong hyung","hyeonwoo","0.09999999999999998","0.09999999999999998","Korea Republic","Korea Republic","Korea Republic","Korea Republic","1.0","1.0"
"WekaMatchingRule","PlayerComplete_9695","newplayerTeamData_1366","0.7865658056643267",,"cho","go","cho","go","0.0","0.0","cho","go","cho","go","0.0","0.0","yong hyung","yohan","yong hyung","yohan","0.0","0.0","yong hyung","yohan","yong hyung","yohan","0.4","0.4","Korea Republic","Korea Republic","Korea Republic","Korea Republic","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14070","newplayerTeamData_1258","0.7865658056643267",,"m.","khedira","m.","khedira","0.0","0.0","m.","khedira","m.","khedira","0.0","0.0","heider","sami","heider","sami","0.0","0.0","heider","sami","heider","sami","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_3905","newplayerTeamData_1371","0.7865658056643267",,"m.","marquez","m.","marquez","0.0","0.0","m.","marquez","m.","marquez","0.0","0.0","fraga","rafael","fraga","rafael","0.0","0.0","fraga","rafael","fraga","rafael","0.33333333333333337","0.33333333333333337","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4828","newplayerTeamData_1100","0.7865658056643267",,"l.","falcao","l.","falcao","0.0","0.0","l.","falcao","l.","falcao","0.0","0.0","pico","radamel","pico","radamel","0.0","0.0","pico","radamel","pico","radamel","0.0","0.0","Colombia","Colombia","Colombia","Colombia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_14070","newplayerTeamData_1259","0.7865658056643267",,"m.","draxler","m.","draxler","0.0","0.0","m.","draxler","m.","draxler","0.0","0.0","heider","julian","heider","julian","0.0","0.0","heider","julian","heider","julian","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4828","newplayerTeamData_1101","0.7865658056643267",,"l.","rodriguez","l.","rodriguez","0.0","0.0","l.","rodriguez","l.","rodriguez","0.0","0.0","pico","james","pico","james","0.0","0.0","pico","james","pico","james","0.0","0.0","Colombia","Colombia","Colombia","Colombia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8046","newplayerTeamData_1381","0.7865658056643267",,"p.","hernandez","p.","hernandez","0.0","0.0","p.","hernandez","p.","hernandez","0.0","0.0","araujo","javier","araujo","javier","0.0","0.0","araujo","javier","araujo","javier","0.0","0.0","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5416","newplayerTeamData_1636","0.7865658056643267",,"álvaro","monreal","álvaro","monreal","0.0","0.0","álvaro","monreal","álvaro","monreal","0.0","0.0","garcía","nacho","garcía","nacho","0.0","0.0","garcía","nacho","garcía","nacho","0.33333333333333337","0.33333333333333337","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_8649","newplayerTeamData_1378","0.7865658056643267",,"h.","vela","h.","vela","0.0","0.0","h.","vela","h.","vela","0.0","0.0","marín","carlos","marín","carlos","0.0","0.0","marín","carlos","marín","carlos","0.33333333333333337","0.33333333333333337","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_3905","newplayerTeamData_1370","0.7865658056643267",,"m.","salcedo","m.","salcedo","0.0","0.0","m.","salcedo","m.","salcedo","0.0","0.0","fraga","carlos","fraga","carlos","0.0","0.0","fraga","carlos","fraga","carlos","0.16666666666666663","0.16666666666666663","Mexico","Mexico","Mexico","Mexico","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5416","newplayerTeamData_1637","0.7865658056643267",,"álvaro","aspas","álvaro","aspas","0.0","0.0","álvaro","aspas","álvaro","aspas","0.0","0.0","garcía","iago","garcía","iago","0.0","0.0","garcía","iago","garcía","iago","0.16666666666666663","0.16666666666666663","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5116","newplayerTeamData_1593","0.7865658056643267",,"b.","niang","b.","niang","0.0","0.0","b.","niang","b.","niang","0.0","0.0","sarr","mbaye","sarr","mbaye","0.0","0.0","sarr","mbaye","sarr","mbaye","0.19999999999999996","0.19999999999999996","Senegal","Senegal","Senegal","Senegal","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5463","newplayerTeamData_1550","0.7865658056643267",,"s.","dzyuba","s.","dzyuba","0.0","0.0","s.","dzyuba","s.","dzyuba","0.0","0.0","tkachev","artem","tkachev","artem","0.0","0.0","tkachev","artem","tkachev","artem","0.2857142857142857","0.2857142857142857","Russia","Russia","Russia","Russia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5463","newplayerTeamData_1551","0.7865658056643267",,"s.","smolnikov","s.","smolnikov","0.0","0.0","s.","smolnikov","s.","smolnikov","0.0","0.0","tkachev","igor","tkachev","igor","0.0","0.0","tkachev","igor","tkachev","igor","0.0","0.0","Russia","Russia","Russia","Russia","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5116","newplayerTeamData_1592","0.7865658056643267",,"b.","sarr","b.","sarr","0.0","0.0","b.","sarr","b.","sarr","0.0","0.0","sarr","ismaila","sarr","ismaila","0.0","0.0","sarr","ismaila","sarr","ismaila","0.2857142857142857","0.2857142857142857","Senegal","Senegal","Senegal","Senegal","1.0","1.0"
"WekaMatchingRule","PlayerComplete_15858","newplayerTeamData_1272","0.7865658056643267",,"p.","brandt","p.","brandt","0.0","0.0","p.","brandt","p.","brandt","0.0","0.0","neumann","julian","neumann","julian","0.0","0.0","neumann","julian","neumann","julian","0.2857142857142857","0.2857142857142857","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_15858","newplayerTeamData_1273","0.7865658056643267",,"p.","guendogan","p.","guendogan","0.0","0.0","p.","guendogan","p.","guendogan","0.0","0.0","neumann","ilkay","neumann","ilkay","0.0","0.0","neumann","ilkay","neumann","ilkay","0.1428571428571429","0.1428571428571429","Germany","Germany","Germany","Germany","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5076","newplayerTeamData_1643","0.7865658056643267",,"gerard","reina","gerard","reina","0.0","0.0","gerard","reina","gerard","reina","0.0","0.0","valentín","pepe","valentín","pepe","0.0","0.0","valentín","pepe","valentín","pepe","0.125","0.125","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5076","newplayerTeamData_1642","0.7865658056643267",,"gerard","","gerard","","0.0","0.0","gerard","","gerard","","0.0","0.0","valentín","","valentín","","0.0","0.0","valentín","","valentín","","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0"
"WekaMatchingRule","PlayerComplete_6868","newplayerTeamData_1062","0.7865658056643267",,"b.","tielemans","b.","tielemans","0.0","0.0","b.","tielemans","b.","tielemans","0.0","0.0","heynen","youri","heynen","youri","0.0","0.0","heynen","youri","heynen","youri","0.0","0.0","Belgium","Belgium","Belgium","Belgium","1.0","1.0"
"WekaMatchingRule","PlayerComplete_6868","newplayerTeamData_1063","0.7865658056643267",,"b.","januzaj","b.","januzaj","0.0","0.0","b.","januzaj","b.","januzaj","0.0","0.0","heynen","adnan","heynen","adnan","0.0","0.0","heynen","adnan","heynen","adnan","0.33333333333333337","0.33333333333333337","Belgium","Belgium","Belgium","Belgium","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4149","newplayerTeamData_1647","0.7865658056643267",,"e.","granqvist","e.","granqvist","0.0","0.0","e.","granqvist","e.","granqvist","0.0","0.0","johansson","andreas","johansson","andreas","0.0","0.0","johansson","andreas","johansson","andreas","0.11111111111111116","0.11111111111111116","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_4149","newplayerTeamData_1646","0.7865658056643267",,"e.","lindelof","e.","lindelof","0.0","0.0","e.","lindelof","e.","lindelof","0.0","0.0","johansson","victor","johansson","victor","0.0","0.0","johansson","victor","johansson","victor","0.11111111111111116","0.11111111111111116","Sweden","Sweden","Sweden","Sweden","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18950","newplayerTeamData_1222","0.7865658056643267",,"d.","jones","d.","jones","0.0","0.0","d.","jones","d.","jones","0.0","0.0","amos","phil","amos","phil","0.0","0.0","amos","phil","amos","phil","0.0","0.0","England","England","England","England","1.0","1.0"
"WekaMatchingRule","PlayerComplete_5766","newplayerTeamData_1242","0.7865658056643267",,"n.","kante","n.","kante","0.0","0.0","n.","kante","n.","kante","0.0","0.0","verdier","ngolo","verdier","ngolo","0.0","0.0","verdier","ngolo","verdier","ngolo","0.0","0.0","France","France","France","France","1.0","1.0"
"WekaMatchingRule","PlayerComplete_18950","newplayerTeamData_1223","0.7865658056643267",,"d.","delph","d.","delph","0.0","0.0","d.","delph","d.","delph","0.0","0.0","amos","fabian","amos","fabian","0.0","0.0","amos","fabian","amos","fabian","0.16666666666666663","0.16666666666666663","England","England","England","England","1.0","1.0"
